,name,address,Website,Type,Size,city,state,zipcode,associates,Profit,Sector
2420,University of Phoenix-Denver Campus,"10004 Park Meadows Drive, Lone Tree, Colorado 80124-5453",www.phoenix.edu,"4-year, Private for-profit",2373.0, Lone Tree,Colorado,80124-5453,0,For-Profit,Private
2421,University of Phoenix-Des Moines Campus,"6600 Westown Parkway, West Des Moines, Iowa 50266-7724",www.phoenix.edu,"4-year, Private for-profit",24.0, West Des Moines,Iowa,50266-7724,0,For-Profit,Private
2422,University of Phoenix-Eastern Washington Campus,"8775 E. Mission Avenue, Spokane Valley, Washington 99212-2531",www.phoenix.edu,"4-year, Private for-profit",49.0, Spokane Valley,Washington,99212-2531,0,For-Profit,Private
2423,University of Phoenix-Fairfield County Campus,"535 Connecticut Ave, Norwalk, Connecticut 06854-1700",www.phoenix.edu,"4-year, Private for-profit",100.0, Norwalk,Connecticut,06854-1700,0,For-Profit,Private
2424,University of Phoenix-Harrisburg Campus,"4050 Crums Mill Rd, Harrisburg, Pennsylvania 17112-2894",www.phoenix.edu,"4-year, Private for-profit",38.0, Harrisburg,Pennsylvania,17112-2894,0,For-Profit,Private
2425,University of Phoenix-Hawaii Campus,"827 Fort Street, Honolulu, Hawaii 96813-4317",www.phoenix.edu,"4-year, Private for-profit",993.0, Honolulu,Hawaii,96813-4317,0,For-Profit,Private
2426,University of Phoenix-Houston Westside Campus,"11451 Katy Freeway, Suite 100, Houston, Texas 77079-2004",www.phoenix.edu,"4-year, Private for-profit",2949.0, Houston,Texas,77079-2004,0,For-Profit,Private
2427,University of Phoenix-Idaho Campus,"3080 East Gentry Way, Suite 150, Meridian, Idaho 83642-3014",www.phoenix.edu,"4-year, Private for-profit",564.0, Meridian,Idaho,83642-3014,0,For-Profit,Private
2428,University of Phoenix-Indianapolis Campus,"7999 Knue Road Dr. , Ste. 100 & 500, Indianapolis, Indiana 46250-1932",www.phoenix.edu,"4-year, Private for-profit",358.0, Indianapolis,Indiana,46250-1932,0,For-Profit,Private
2429,University of Phoenix-Jersey City Campus,"100 Town Square Place Suite 305, Jersey City, New Jersey 07310-2778",www.phoenix.edu,"4-year, Private for-profit",343.0, Jersey City,New,Jersey 07310-2778,0,For-Profit,Private
2430,University of Phoenix-Kansas City Campus,"901 E. 104th Street Suite 200, Kansas City, Missouri 64131-4517",www.phoenix.edu,"4-year, Private for-profit",807.0, Kansas City,Missouri,64131-4517,0,For-Profit,Private
2431,University of Phoenix-Las Vegas Campus,"7455 W. Washington Street, Las Vegas, Nevada 89128-4337",www.phoenix.edu,"4-year, Private for-profit",3288.0, Las Vegas,Nevada,89128-4337,0,For-Profit,Private
2432,University of Phoenix-Little Rock Campus,"10800 Financial Centre Parkway, Little Rock, Arkansas 72211-3500",www.phoenix.edu/campus-locations/AR/Little-Rock/little-rock.aspx,"4-year, Private for-profit",814.0, Little Rock,Arkansas,72211-3500,0,For-Profit,Private
2433,University of Phoenix-Louisiana Campus,"One Galleria Blvd. Suite 725, Metairie, Louisiana 70001-2082",www.phoenix.edu/,"4-year, Private for-profit",2006.0, Metairie,Louisiana,70001-2082,0,For-Profit,Private
2434,University of Phoenix-Louisville Campus,"10400 Linn Station Road, Suite 120, Louisville, Kentucky 40223-3839",www.phoenix.edu/,"4-year, Private for-profit",122.0, Louisville,Kentucky,40223-3839,0,For-Profit,Private
2435,University of Phoenix-Madison Campus,"2310 Crossroads Dr. Ste 3000, Madison, Wisconsin 53718-2416",www.phoenix.edu,"4-year, Private for-profit",82.0, Madison,Wisconsin,53718-2416,0,For-Profit,Private
2436,University of Phoenix-Maryland Campus,"8830 Stanford Blvd., Suite 100, Columbia, Maryland 21045-5424",www.phoenix.edu,"4-year, Private for-profit",812.0, Columbia,Maryland,21045-5424,0,For-Profit,Private
2437,University of Phoenix-Memphis Campus,"65 Germantown Court, Suite 100, Cordova, Tennessee 38018-7290",www.phoenix.edu,"4-year, Private for-profit",974.0, Cordova,Tennessee,38018-7290,0,For-Profit,Private
2438,University of Phoenix-Metro Detroit Campus,"5480 Corporate Drive Suite 240, Troy, Michigan 48098-2623",www.phoenix.edu,"4-year, Private for-profit",2669.0, Troy,Michigan,48098-2623,0,For-Profit,Private
2439,University of Phoenix-Milwaukee Campus,"20075 Watertower Blvd, Brookfield, Wisconsin 53045-6608",www.phoenix.edu,"4-year, Private for-profit",476.0, Brookfield,Wisconsin,53045-6608,0,For-Profit,Private
2440,University of Phoenix-Minneapolis/St Paul Campus,"435 Ford Rd., Suite 1000, Saint Louis Park, Minnesota 55426-1063",www.phoenix.edu,"4-year, Private for-profit",306.0, Saint Louis Park,Minnesota,55426-1063,0,For-Profit,Private
2441,University of Phoenix-Nashville Campus,"616 Marriott Drive, Suite 150, Nashville, Tennessee 37214-5048",www.phoenix.edu,"4-year, Private for-profit",975.0, Nashville,Tennessee,37214-5048,0,For-Profit,Private
2442,University of Phoenix-New Mexico Campus,"5700 Pasadena NE, Albuquerque, New Mexico 87113-1570",www.phoenix.edu,"4-year, Private for-profit",4357.0, Albuquerque,New,Mexico 87113-1570,0,For-Profit,Private
2443,University of Phoenix-North Florida Campus,"4500 Salisbury Road North, Ste., 200, Jacksonville, Florida 32216-0959",www.phoenix.edu,"4-year, Private for-profit",1356.0, Jacksonville,Florida,32216-0959,0,For-Profit,Private
2444,University of Phoenix-Northern Nevada Campus,"5370 Kietzke Lane, Suite 102, Reno, Nevada 89511-2040",www.phoenix.edu,"4-year, Private for-profit",640.0, Reno,Nevada,89511-2040,0,For-Profit,Private
2445,University of Phoenix-Northern Virginia Campus,"11730 Plaza America Drive, Suite 200, Reston, Virginia 20190-4742",www.phoenix.edu,"4-year, Private for-profit",441.0, Reston,Virginia,20190-4742,0,For-Profit,Private
2446,University of Phoenix-Northwest Arkansas Campus,"903 N. 47th Street, Barrington Centre 2, Rogers, Arkansas 72756-9615",www.phoenix.edu,"4-year, Private for-profit",447.0, Rogers,Arkansas,72756-9615,0,For-Profit,Private
2447,University of Phoenix-Oklahoma City Campus,"6501 N. Broadway, Suite 100, Oklahoma City, Oklahoma 73116-8244",www.phoenix.edu,"4-year, Private for-profit",846.0, Oklahoma City,Oklahoma,73116-8244,0,For-Profit,Private
2448,University of Phoenix-Omaha Campus,"13321 California Street Suite 200, Omaha, Nebraska 68154-5240",www.phoenix.edu,"4-year, Private for-profit",60.0, Omaha,Nebraska,68154-5240,0,For-Profit,Private
2449,University of Phoenix-Online Campus,"3157 E. Elwood Street, Phoenix, Arizona 85034-7209",www.uopxonline.com,"4-year, Private for-profit",301323.0, Phoenix,Arizona,85034-7209,0,For-Profit,Private
2450,University of Phoenix-Oregon Campus,"13221 SW 68th Parkway, Suite 500, Tigard, Oregon 97223-8368",www.phoenix.edu,"4-year, Private for-profit",1329.0, Tigard,Oregon,97223-8368,0,For-Profit,Private
2451,University of Phoenix-Philadelphia Campus,"170 South Warner Road, Ste. 200, Wayne, Pennsylvania 19087-2121",www.phoenix.edu,"4-year, Private for-profit",911.0, Wayne,Pennsylvania,19087-2121,0,For-Profit,Private
2452,University of Phoenix-Phoenix-Hohokam Campus,"4635 East Elwood Street, Phoenix, Arizona 85040-1958",www.phoenix.edu,"4-year, Private for-profit",5868.0, Phoenix,Arizona,85040-1958,0,For-Profit,Private
2453,University of Phoenix-Pittsburgh Campus,"Penn Center West, Bldg. 6, Suite 100, Pittsburgh, Pennsylvania 15276-0109",www.phoenix.edu,"4-year, Private for-profit",81.0, Pittsburgh,Pennsylvania,15276-0109,0,For-Profit,Private
2454,University of Phoenix-Puerto Rico Campus,"Santander Tower at San Patricio B-7 Tabonuco St., Ste. 700, Guaynabo, Puerto Rico 00968-3003",www.phoenix.edu,"4-year, Private for-profit",2907.0, Guaynabo,Puerto,Rico 00968-3003,0,For-Profit,Private
2455,University of Phoenix-Raleigh Campus,"5511 Capital Center Drive, Ste. 390, Raleigh, North Carolina 27606-4166",www.phoenix.edu,"4-year, Private for-profit",523.0, Raleigh,North,Carolina 27606-4166,0,For-Profit,Private
2456,University of Phoenix-Richmond Campus,"6600 W. Broad Street, Richmond, Virginia 23230-1709",www.phoenix.edu,"4-year, Private for-profit",117.0, Richmond,Virginia,23230-1709,0,For-Profit,Private
2457,University of Phoenix-Sacramento Valley Campus,"2890 Gateway Oaks Drive, Suite 200, Sacramento, California 95833-3632",www.phoenix.edu,"4-year, Private for-profit",3933.0, Sacramento,California,95833-3632,0,For-Profit,Private
2458,University of Phoenix-San Antonio Campus,"8200 IH-10 West Suite 910, San Antonio, Texas 78230-3876",www.phoenix.edu,"4-year, Private for-profit",799.0, San Antonio,Texas,78230-3876,0,For-Profit,Private
2459,University of Phoenix-San Diego Campus,"3890 Murphy Canyon Road Suite 100, San Diego, California 92123-4448",www.phoenix.edu,"4-year, Private for-profit",3367.0, San Diego,California,92123-4448,0,For-Profit,Private
2460,University of Phoenix-Savannah Campus,"8001 Chatham Center Drive Suite 200, Savannah, Georgia 31405-7400",www.phoenix.edu,"4-year, Private for-profit",585.0, Savannah,Georgia,31405-7400,0,For-Profit,Private
2461,University of Phoenix-South Florida Campus,"600 N. Pine Island Road Suite 500, Plantation, Florida 33324-1393",www.phoenix.edu,"4-year, Private for-profit",2560.0, Plantation,Florida,33324-1393,0,For-Profit,Private
2462,University of Phoenix-Southern Arizona Campus,"300 S. Craycroft Road, Tucson, Arizona 85711-4574",www.phoenix.edu,"4-year, Private for-profit",2325.0, Tucson,Arizona,85711-4574,0,For-Profit,Private
2463,University of Phoenix-Southern California Campus,"3090 Bristol Street, Suite 500, Costa Mesa, California 92626-3079",www.phoenix.edu,"4-year, Private for-profit",12339.0, Costa Mesa,California,92626-3079,0,For-Profit,Private
2464,University of Phoenix-Southern Colorado Campus,"5725 Mark Dabling Blvd., Colorado Springs, Colorado 80919-2221",www.phoenix.edu,"4-year, Private for-profit",594.0, Colorado Springs,Colorado,80919-2221,0,For-Profit,Private
2465,University of Phoenix-Springfield  Campus,"1343 E. Kingsley Street, Springfield, Missouri 65804-7216",www.phoenix.edu,"4-year, Private for-profit",125.0, Springfield,Missouri,65804-7216,0,For-Profit,Private
2466,University of Phoenix-St Louis Campus,"13801 Riverport Drive, Ste. 102, Saint Louis, Missouri 63043-4828",www.phoenix.edu,"4-year, Private for-profit",460.0, Saint Louis,Missouri,63043-4828,0,For-Profit,Private
2467,University of Phoenix-Tulsa Campus,"10810 E. 45th Street, Suite 102, Tulsa, Oklahoma 74146-3801",www.phoenix.edu,"4-year, Private for-profit",826.0, Tulsa,Oklahoma,74146-3801,0,For-Profit,Private
2468,University of Phoenix-Utah Campus,"5373 S. Green Street, Salt Lake City, Utah 84123-4617",www.phoenix.edu,"4-year, Private for-profit",3396.0, Salt Lake City,Utah,84123-4617,0,For-Profit,Private
2469,University of Phoenix-Washington DC Campus,"25 Massachusetts Avenue NW, Washington, District of Columbia 20001-1431",www.phoenix.edu,"4-year, Private for-profit",27.0, Washington,District,of Columbia 20001-1431,0,For-Profit,Private
2470,University of Phoenix-West Florida Campus,"12802 Tampa Oaks Boulevard, Suite 200, Temple Terrace, Florida 33637-1915",www.phoenix.edu,"4-year, Private for-profit",983.0, Temple Terrace,Florida,33637-1915,0,For-Profit,Private
2471,University of Phoenix-West Michigan Campus,"318 River Ridge Dr, NW, Grand Rapids, Michigan 49544-1683",www.phoenix.edu,"4-year, Private for-profit",549.0, Grand Rapids,Michigan,49544-1683,0,For-Profit,Private
2472,University of Phoenix-Western Washington Campus,"7100 Fort Dent Way, Tukwila, Washington 98188-8559",www.phoenix.edu,"4-year, Private for-profit",802.0, Tukwila,Washington,98188-8559,0,For-Profit,Private
2473,University of Phoenix-Wichita Campus,"3020 N. Cypress Drive, Suite 150, Wichita, Kansas 67226-4011",www.phoenix.edu,"4-year, Private for-profit",143.0, Wichita,Kansas,67226-4011,0,For-Profit,Private
2474,University of Pittsburgh-Bradford,"300 Campus Drive, Bradford, Pennsylvania 16701",www.upb.pitt.edu/,"4-year, Public",1502.0, Bradford,Pennsylvania,16701,0,Not-For-Profit,Private
2475,University of Pittsburgh-Greensburg,"150 Finoli Drive, Greensburg, Pennsylvania 15601",www.upg.pitt.edu,"4-year, Public",1826.0, Greensburg,Pennsylvania,15601,0,Not-For-Profit,Private
2476,University of Pittsburgh-Johnstown,"450 Schoolhouse Road, Johnstown, Pennsylvania 15904",www.upj.pitt.edu,"4-year, Public",3032.0, Johnstown,Pennsylvania,15904,0,Not-For-Profit,Private
2477,University of Pittsburgh-Pittsburgh Campus,"4200 Fifth Avenue, Pittsburgh, Pennsylvania 15260",www.pitt.edu,"4-year, Public",27562.0, Pittsburgh,Pennsylvania,15260,0,Not-For-Profit,Private
2478,University of Portland,"5000 N Willamette Blvd, Portland, Oregon 97203-5798",www.up.edu,"4-year, Private not-for-profit",3661.0, Portland,Oregon,97203-5798,0,Not-For-Profit,Private
2479,University of Puerto Rico at Cayey,"205 Antonio R. Barcelo Ave., Cayey, Puerto Rico 00736-9997",www.cayey.upr.edu,"4-year, Public",3739.0, Cayey,Puerto,Rico 00736-9997,0,Not-For-Profit,Private
2480,University of Puerto Rico in Ponce,"2151 Santiago de los Caballeros Avenue, Ponce, Puerto Rico 00716-9996",www.uprp.edu,"4-year, Public",3232.0, Ponce,Puerto,Rico 00716-9996,0,Not-For-Profit,Private
2481,University of Puerto Rico-Aguadilla,"Belt St., Ramey, Puerto Rico 00604-0160",www.uprag.edu,"4-year, Public",3036.0, Ramey,Puerto,Rico 00604-0160,0,Not-For-Profit,Private
2482,University of Puerto Rico-Arecibo,"Finca las Dunas Carr 653 Ruta 129 Km 8, Arecibo, Puerto Rico 00614-4010",upra.edu,"4-year, Public",4094.0, Arecibo,Puerto,Rico 00614-4010,0,Not-For-Profit,Private
2483,University of Puerto Rico-Bayamon,"Road 174 #170 Minillas Industrial Park, Bayamon, Puerto Rico 00959",www.uprb.edu/,"4-year, Public",5014.0, Bayamon,Puerto,Rico 00959,0,Not-For-Profit,Private
2484,University of Puerto Rico-Carolina,"Carretera 887 Bo San Anton, Carolina, Puerto Rico 00984-4800",www.uprc.edu,"4-year, Public",4240.0, Carolina,Puerto,Rico 00984-4800,0,Not-For-Profit,Private
2485,University of Puerto Rico-Humacao,"100 Road 908, Humacao, Puerto Rico 00791",www.uprh.edu,"4-year, Public",4744.0, Humacao,Puerto,Rico 00791,0,Not-For-Profit,Private
2486,University of Puerto Rico-Mayaguez,"Post St, Mayaguez, Puerto Rico 00681",www.uprm.edu,"4-year, Public",13324.0, Mayaguez,Puerto,Rico 00681,0,Not-For-Profit,Private
2487,University of Puerto Rico-Medical Sciences Campus,"Rio Piedras Medical Center, Americo Miranda Avenue, San Juan, Puerto Rico 00936-5067",www.rcm.upr.edu,"4-year, Public",2319.0, San Juan,Puerto,Rico 00936-5067,0,Not-For-Profit,Private
2488,University of Puerto Rico-Rio Piedras Campus,"Ponce de Leon  Ave, Rio Piedras, Puerto Rico 00931-3300",www.uprrp.edu,"4-year, Public",18653.0, Rio Piedras,Puerto,Rico 00931-3300,0,Not-For-Profit,Private
2489,University of Puerto Rico-Utuado,"Carr. # 10 Km. 52.2, Utuado, Puerto Rico 00641",www.uprutuado.edu,"4-year, Public",1682.0, Utuado,Puerto,Rico 00641,0,Not-For-Profit,Private
2490,University of Puget Sound,"1500 N Warner, Tacoma, Washington 98416",www.ups.edu,"4-year, Private not-for-profit",2844.0, Tacoma,Washington,98416,0,Not-For-Profit,Private
2491,University of Redlands,"1200 E. Colton Ave, Redlands, California 92373-0999",www.redlands.edu,"4-year, Private not-for-profit",4317.0, Redlands,California,92373-0999,0,Not-For-Profit,Private
2492,University of Rhode Island,"Kingston, Rhode Island 02881",www.uri.edu/,"4-year, Public",15904.0, Rhode Island 02881,,,0,Not-For-Profit,Private
2493,University of Richmond,"28 Westhampton Way, Richmond, Virginia 23173",www.richmond.edu,"4-year, Private not-for-profit",4249.0, Richmond,Virginia,23173,0,Not-For-Profit,Private
2494,University of Rio Grande,"218 N College Ave, Rio Grande, Ohio 45674",www.rio.edu,"4-year, Private not-for-profit",1967.0, Rio Grande,Ohio,45674,0,Not-For-Profit,Private
2495,University of Rochester,"240 Wallis Hall, Rochester, New York 14627-0011",www.rochester.edu,"4-year, Private not-for-profit",9735.0, Rochester,New,York 14627-0011,0,Not-For-Profit,Private
2496,University of Sacred Heart,"Calle Rosales Esq San Antonio Pda 26 1/2, Santurce, Puerto Rico 00907",www.sagrado.edu,"4-year, Private not-for-profit",5666.0, Santurce,Puerto,Rico 00907,0,Not-For-Profit,Private
2497,University of Saint Francis-Ft Wayne,"2701 Spring St, Fort Wayne, Indiana 46808-3994",www.sf.edu,"4-year, Private not-for-profit",2112.0, Fort Wayne,Indiana,46808-3994,0,Not-For-Profit,Private
2498,University of Saint Mary,"4100 S 4th St Trafficway, Leavenworth, Kansas 66048-5082",www.stmary.edu,"4-year, Private not-for-profit",955.0, Leavenworth,Kansas,66048-5082,0,Not-For-Profit,Private
2499,University of Saint Mary of the Lake,"1000 E Maple Ave, Mundelein, Illinois 60060-1174",www.vocations.org,"4-year, Private not-for-profit",213.0, Mundelein,Illinois,60060-1174,0,Not-For-Profit,Private
2500,University of San Diego,"5998 Alcala Park, San Diego, California 92110-2492",www.sandiego.edu,"4-year, Private not-for-profit",7832.0, San Diego,California,92110-2492,0,Not-For-Profit,Private
2501,University of San Francisco,"2130 Fulton St, San Francisco, California 94117-1080",www.usfca.edu,"4-year, Private not-for-profit",8750.0, San Francisco,California,94117-1080,0,Not-For-Profit,Private
2502,University of Science and Arts of Oklahoma,"17th Street and Grand Avenue, Chickasha, Oklahoma 73018-5322",www.usao.edu,"4-year, Public",1174.0, Chickasha,Oklahoma,73018-5322,0,Not-For-Profit,Private
2503,University of Scranton,"800 Linden Street, Scranton, Pennsylvania 18510-4629",www.scranton.edu,"4-year, Private not-for-profit",5651.0, Scranton,Pennsylvania,18510-4629,0,Not-For-Profit,Private
2504,University of Sioux Falls,"1101 W 22nd St, Sioux Falls, South Dakota 57105-1699",usiouxfalls.edu,"4-year, Private not-for-profit",1589.0, Sioux Falls,South,Dakota 57105-1699,0,Not-For-Profit,Private
2505,University of South Alabama,"307 N University Blvd, Mobile, Alabama 36688-0002",www.southalabama.edu,"4-year, Public",14064.0, Mobile,Alabama,36688-0002,0,Not-For-Profit,Private
